"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 31 17:32:42 GMT 2021","Sat Jul 31 17:32:46 GMT 2021","3966","selenium_tests","test_A005_post","","","","test_new_post",""
"passed","Sat Jul 31 17:32:41 GMT 2021","Sat Jul 31 17:32:42 GMT 2021","926","selenium_tests","test_A004_login","","","","test_login",""
"passed","Sat Jul 31 17:32:46 GMT 2021","Sat Jul 31 17:32:49 GMT 2021","3303","selenium_tests","test_A006_del_post","","","","test_del_post",""
"passed","Sat Jul 31 17:32:49 GMT 2021","Sat Jul 31 17:33:36 GMT 2021","47335","selenium_tests","test_A007_edit_post","","","","test_edit_post",""
"passed","Sat Jul 31 17:32:36 GMT 2021","Sat Jul 31 17:32:39 GMT 2021","2929","selenium_tests","test_A001_registration","","","","test_reg",""
"passed","Sat Jul 31 17:32:40 GMT 2021","Sat Jul 31 17:32:41 GMT 2021","1002","selenium_tests","test_A003_reg_invalid_pwd","","","","test_reg_pwd",""
"passed","Sat Jul 31 17:33:36 GMT 2021","Sat Jul 31 17:33:43 GMT 2021","6418","selenium_tests","test_A008_logout","","","","test_logout",""
"passed","Sat Jul 31 17:32:39 GMT 2021","Sat Jul 31 17:32:40 GMT 2021","1020","selenium_tests","test_A002_reg_invalid_email","","","","test_reg_email",""
