"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 24 20:04:49 GMT 2021","Sat Jul 24 20:04:50 GMT 2021","935","selenium_tests","test_A004_login","","","","test_login",""
"passed","Sat Jul 24 20:04:50 GMT 2021","Sat Jul 24 20:04:54 GMT 2021","4011","selenium_tests","test_A005_post","","","","test_new_post",""
"passed","Sat Jul 24 20:04:47 GMT 2021","Sat Jul 24 20:04:48 GMT 2021","986","selenium_tests","test_A002_reg_invalid_email","","","","test_reg_email",""
"passed","Sat Jul 24 20:04:48 GMT 2021","Sat Jul 24 20:04:49 GMT 2021","1019","selenium_tests","test_A003_reg_invalid_pwd","","","","test_reg_pwd",""
"passed","Sat Jul 24 20:04:44 GMT 2021","Sat Jul 24 20:04:47 GMT 2021","2820","selenium_tests","test_A001_registration","","","","test_reg",""
