"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 04 14:15:01 GMT 2021","Wed Aug 04 14:15:05 GMT 2021","3976","selenium_tests","test_A005_post","","","","test_new_post",""
"passed","Wed Aug 04 14:24:31 GMT 2021","Wed Aug 04 14:24:32 GMT 2021","1059","selenium_tests","test_A008_logout","","","","test_logout",""
"passed","Wed Aug 04 14:15:00 GMT 2021","Wed Aug 04 14:15:01 GMT 2021","874","selenium_tests","test_A004_login","","","","test_login",""
"passed","Wed Aug 04 14:17:06 GMT 2021","Wed Aug 04 14:24:31 GMT 2021","444869","selenium_tests","test_A007_edit_post","","","","test_edit_post",""
"passed","Wed Aug 04 14:14:59 GMT 2021","Wed Aug 04 14:15:00 GMT 2021","981","selenium_tests","test_A003_reg_invalid_pwd","","","","test_reg_pwd",""
"passed","Wed Aug 04 14:15:05 GMT 2021","Wed Aug 04 14:17:06 GMT 2021","120663","selenium_tests","test_A006_del_post","","","","test_del_post",""
"passed","Wed Aug 04 14:14:58 GMT 2021","Wed Aug 04 14:14:59 GMT 2021","1004","selenium_tests","test_A002_reg_invalid_email","","","","test_reg_email",""
"failed","Wed Aug 04 14:14:56 GMT 2021","Wed Aug 04 14:14:58 GMT 2021","2403","selenium_tests","test_A001_registration","","","","test_reg",""
