"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 04 13:55:36 GMT 2021","Wed Aug 04 14:02:40 GMT 2021","424412","selenium_tests","test_A007_edit_post","","","","test_edit_post",""
"failed","Wed Aug 04 13:53:27 GMT 2021","Wed Aug 04 13:53:29 GMT 2021","2247","selenium_tests","test_A001_registration","","","","test_reg",""
"passed","Wed Aug 04 13:53:35 GMT 2021","Wed Aug 04 13:55:36 GMT 2021","120602","selenium_tests","test_A006_del_post","","","","test_del_post",""
"passed","Wed Aug 04 13:53:30 GMT 2021","Wed Aug 04 13:53:31 GMT 2021","946","selenium_tests","test_A003_reg_invalid_pwd","","","","test_reg_pwd",""
"passed","Wed Aug 04 13:53:32 GMT 2021","Wed Aug 04 13:53:35 GMT 2021","3528","selenium_tests","test_A005_post","","","","test_new_post",""
"passed","Wed Aug 04 14:02:40 GMT 2021","Wed Aug 04 14:02:41 GMT 2021","954","selenium_tests","test_A008_logout","","","","test_logout",""
"passed","Wed Aug 04 13:53:29 GMT 2021","Wed Aug 04 13:53:30 GMT 2021","1030","selenium_tests","test_A002_reg_invalid_email","","","","test_reg_email",""
"passed","Wed Aug 04 13:53:31 GMT 2021","Wed Aug 04 13:53:32 GMT 2021","864","selenium_tests","test_A004_login","","","","test_login",""
